CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
27.771.586/0001-44;2026-01-01;1;2026-01-30;279;56;216;7;0;0;0;0;0;0;0;0;0;0;0;0;12477242.56;10751796.15;583926.07550609;18.4129406118427;0.0013;0.0004;-0.003081;-0.003081;0;0
27.771.586/0001-44;2026-02-01;1;2026-02-27;279;56;216;7;0;0;0;0;0;0;0;0;0;0;0;0;12481678.99;10718571.34;583926.07550609;18.3560416114492;0.002;0.0004;-0.00309;-0.00309;0;0
27.773.327/0001-52;2026-01-01;1;2026-01-30;2;2;;;;;;;;;;;;;;;482136670.55;326047969.47;160757.049249;2028.20324827546;0.000284611862944107;0;0.001696;0.001696;0;0
27.882.272/0001-19;2026-01-01;1;2026-01-30;1;;1;;;;;;;;;;;;;;10528454.54;10514430.25;10550;996.62845971564;0.000476;9.5E-05;-0.00086;-0.00086;0;0
27.882.272/0001-19;2026-02-01;1;2026-02-27;1;;1;;;;;;;;;;;;;;10519577.64;10506181.06;10550;995.846545971564;0.000766;0.000153;-0.000785;-0.000785;0;0
28.108.193/0001-18;2026-01-01;1;2026-01-30;9;9;;;;;;;;;;;;;;;6933492.58;6801386.29;13225796.64;0.514251540011581;0.000978;0;-0.010424;-0.010424;0;0
28.152.272/0001-26;2026-01-01;1;2026-01-31;173679;;;;;;;;;;;;;;;;2442987368.79;2346650708.8;26441650;88.7482705806937;0.000154490784947449;;0.006945;-0.002359;0.009304;
28.216.384/0001-01;2026-01-01;1;2026-01-30;1;;;1;;;;;;;;;;;;;21735063.5;21685124.54;3239431;6.69411527518259;0.000922;1.7E-05;0.00714;0.005767;0.001373;0
28.267.530/0001-10;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7398739.11;6863644.44;3561.23688544;1927.32038356162;0.0449402460597158;0;-0.000231;-0.000231;0;0
28.267.530/0001-10;2026-02-01;1;2026-02-27;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7365013.61;6843283.44;3561.23688544;1921.60298798952;0.0431206967513828;1.62202838700482E-07;-0.002966;-0.002966;0;0
28.267.555/0001-13;2026-01-01;1;2026-01-30;124;;;;;;;;;;;;;;;;323224599.76;322983368.68;32529;9929.090002;0.000569;0;3.56E-06;3.56E-06;0;0
28.267.696/0001-36;2026-01-01;1;2026-01-30;34262;34183;60;0;0;0;4;0;0;0;0;0;5;9;0;1;466476271.77;427360394.32;4235042;100.910545;0.000776;0;0.009052;-0.000153;0.009205;0
28.516.301/0001-91;2026-01-01;1;2026-01-30;77302;;;;;;;;;;;;;;;;786254281.23;777897521.06;8701551.99991487;89.3975604659503;0.000833;0;0.011414;0.001555;0.009859;0
28.516.325/0001-40;2026-01-01;1;2026-01-30;40767;40687;55;0;0;0;7;2;0;0;0;0;12;0;0;4;866856020.06;735832557.35;7150422;102.90757068;0.000621;0;0.01078456;0.00250404;0.00828052;0
28.548.288/0001-52;2026-01-01;1;2026-01-31;217198;;;;;;;;;;;;;;;;9090256753.51;6315290426.07;62430702;101.156806246869;0.000668934279342227;;-0.009654;-0.018676;0.009022;
28.693.595/0001-27;2026-01-01;1;2026-01-30;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116815982.03;116316653.25;1238572;93.9119027799756;0.00068;0;-0.004973;-0.004973;0;0
28.729.197/0001-13;2026-01-01;1;2026-01-31;113201;;;;;;;;;;;;;;;;1596108767.13;1580648458.95;17011707;92.9153352423716;0.000765994255803276;;0.011779;0.002821;0.008958;
28.737.771/0001-85;2026-01-01;1;2026-01-30;182932;182730;170;0;0;0;9;1;1;0;0;0;7;11;0;3;1732696911.91;1299853108.46;122266250;10.631332;0.0008;0;0.006649;-0.000878;0.007527;0
28.757.546/0001-00;2026-01-01;1;2026-01-30;656376;655445;810;0;0;0;27;5;10;0;0;3;28;42;0;6;7208355023.72;6493770567.45;58559855;110.891165;0.000605;0;-0.033531;0.025247;-0.058778;0
28.851.767/0001-43;2026-01-01;1;2026-01-30;752;744;7;0;0;1;0;0;0;0;0;0;0;0;0;0;131904729.28;128412326.31;850821;150.927546816545;0.000157758531304034;1.60895769072218E-05;0.007706;0.007706;0;0
28.893.734/0001-66;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;2126687.26;1805094.69;161721;11.1617828853396;0.020751;0.020751;-0.100252;-0.100252;0;0.268906
28.899.178/0001-35;2026-01-01;1;2026-01-30;109;103;0;0;0;0;6;0;0;0;0;0;0;0;0;0;7273077.72;3881671.48;1306304.2006;2.97149123;0.00601;0;0.33250757;0.33250757;0;-0.749197
29.242.809/0001-01;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;15635243.84;8023861.75;16383.05136;489.766013283132;0.000486857839992071;0.000517876569844938;0.010329;0.010329;0;0
29.242.844/0001-20;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;60846736.59;18753666.96;53838.0359;348.334902016736;0.000142022891079431;0.000217231649079045;-0.041411;-0.041411;0;0
29.299.737/0001-39;2026-01-01;1;2026-01-30;127;;;;;;;;;;;;;;;;18333760.83;15815466.83;56525;279.795963379036;0.000828;0.000216;-0.000928;-0.000928;0;0
29.467.977/0001-03;2026-01-01;1;2026-01-30;136021;135683;264;0;0;0;12;2;4;0;0;1;27;28;0;0;1673037492.09;1512540596.2;16300275;92.792336;0.000799;0;0;0;0;0
29.641.226/0001-53;2026-01-01;1;2026-01-30;230224;;;;;;;;;;;;;;;;3373274895.34;3003875760.7;23238024;129.265541713013;0.000575355276876448;8.21935791187531E-06;0.006197;-0.001144;0.007341;0
29.852.732/0001-91;2026-01-01;1;2026-01-30;260186;259811;317;0;0;0;7;2;0;0;0;2;21;26;0;0;1438207917.03;1435670704.49;146101287;9.826544;0.000881;0;0;0;0;0
30.017.492/0001-99;2026-01-01;1;2026-01-30;100;85;14;;;;;;;;;1;;;;;146612219.6;145541572.75;116362;1250.76547970987;0.000159;0;0.007585;0.007585;0;0
30.048.651/0001-12;2026-01-01;1;2026-01-31;4590;;;;;;;;;;;;;;;;120340696.48;119236076.84;3477434;34.2885233307088;0.0018991711737033;;0.001181;-0.000277;0.001458;
30.091.444/0001-40;2026-01-01;1;2026-01-30;30314;;;;;;;;;;;;;;;;690243830.3;660287769.63;7014565;94.1309645901064;0.000697;5.6E-05;0.017288;0.008715;0.008573;0
30.091.506/0001-14;2026-01-01;2;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;316439289.03;315754580.03;1858610;169.887486;4.8E-05;0;0.00056;-0.000561;0.001121;0
30.130.708/0001-28;2026-01-01;1;2026-01-30;28050;;;;;;;;;;;;;;;;3321863173.77;3087504153.73;31173083;99.0439140629754;0.001322;0;0.014201;0.004465;0.009736;0
30.166.700/0001-11;2026-01-01;2;2026-01-30;72016;71751;188;0;0;0;11;2;4;0;0;2;26;32;0;0;1397454802.26;1275757075.36;12769512;99.906486;0.001074;0;0;0;0;0
30.178.506/0001-56;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;124244338.66;111390941.15;1164.0342;95693.87455102;9.9E-05;0;0.00680391;0.00680391;0;0
30.230.870/0001-18;2026-01-01;1;2026-01-30;46674;46637;31;0;0;0;0;0;0;0;0;0;4;0;0;2;212907566.81;212583174.34;5841933.7;36.71829414;0.001251;0;0.0376732;0.03739068;0.00028252;0
30.248.129/0001-84;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;483108762.64;110591251.88;15550900757.9146;0.0071115656643693;0.0001;0;-0.002517;-0.002517;0;0
30.248.158/0001-46;2026-01-01;1;2026-01-30;540;517;2;0;0;0;2;2;0;0;0;0;9;7;0;1;390867795.91;387970605.22;2940298;131.949416;0.000859;0;0.006154;-0.000235;0.006389;0
30.248.180/0001-96;2026-01-01;1;2026-01-30;130689;130532;141;0;0;0;4;0;0;0;0;0;6;5;0;1;2336996536.54;2336448804.37;22084202.904;105.74291767;1E-05;0;0.00470486;0.00195699;0.00274787;0
30.258.790/0001-70;2026-01-01;1;2026-01-30;12;0;2;0;0;0;0;0;0;0;0;0;1;9;0;0;101594423.15;92122072.84;1493148.39494067;61.6965287255728;0.000129826850052339;7.8422774286449E-05;-0.001841;-0.001841;0;0
30.492.505/0001-81;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;253643755.77;252860610.67;442223222;0.571794058047001;0.000122;0;0.001016;0.001016;0;0
30.495.165/0001-42;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;;;;;429201496.38;391234276.23;438700;891.803684134944;7.9E-05;0;0.007842;0.001697;0.006145;0
30.567.216/0001-02;2026-01-01;1;2026-01-31;25165;;;;;;;;;;;;;;;;667622100.08;563056512.33;5829442;96.5884062882863;0.000371;0;0.013444;0.004333;0.009111;0
30.578.275/0001-78;2026-01-01;1;2026-01-30;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;9484789.07;9365871.04;75710.975;123.70559269;0.003754;0;-0.00295864;-0.00295864;0;0
30.578.351/0001-45;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;76427649.37;75915394.5;302908.9073;250.62120218;0.006073;0;-0.00037731;-0.00037731;0;0
30.578.417/0001-05;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;;;;;783990778.75;775251056.63;8126783;95.394580688324;5E-05;0;0.012223;0.002242;0.009981;0
30.629.603/0001-18;2026-01-01;1;2026-01-30;123553;123250;234;1;0;0;10;3;7;0;0;0;17;28;0;3;1956829150.74;1939758402.68;16118565;120.34312;0.000791;0;0.013675;-0.000515;0.01419;0
30.642.032/0001-51;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;157987020.03;141732964.73;16985.88612497;8344.16077484744;0;0;0;0;0;0
30.647.758/0001-87;2026-01-01;1;2026-01-31;7830;;;;;;;;;;;;;;;;189723139.5;187841207.55;2167957;86.6443419080729;0.000668391571996152;;0.010755;0.001508;0.009247;
30.654.849/0001-40;2026-01-01;1;2026-01-30;32658;32600;36;0;0;0;9;1;0;0;0;0;8;0;0;4;512943282.83;303291670.29;7316171;41.45497287;0.000793;0;-0.00327953;-0.00327953;0;0
30.816.679/0001-52;2026-01-01;1;2026-01-30;5;;;;;;;;;;;;;;;;65922435.48;65079454.1;404495.18142;160.890554669985;0.001302;0;0.244909;0.244909;0;0
30.846.692/0001-54;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;156237994.03;148690999.16;1644411.13904241;90.4220335351093;7.1E-05;3.5E-05;0.006647;0.006647;0;0
30.871.660/0001-09;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;566475949.08;556908502.76;390774.6659;1425.1397323247;0.00356189783450811;;0.004398;0.004398;;
30.871.698/0001-81;2026-01-01;1;2026-01-31;542;;;;;;;;;;;;;;;;253409266.8;252781460.68;2823180;89.5378476328112;0.000747744353923479;;-0.001053;-0.001053;;
30.871.716/0001-25;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;168895495.83;167542106.87;135350;1237.84342;0.000167;0;0;0;0;0
30.982.880/0001-00;2026-01-01;1;2026-01-30;6267;6250;10;;;;1;;;;;;5;1;;;91792354.9;90532943.78;904050;100.141522902494;0.000139;5.5E-05;0.016397;0.005725;0.010672;0
30.982.923/0001-57;2026-01-01;1;2026-01-30;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98596308.55;88804153.92;798274157.3854;0.11124518;0.000292;0;-0.00032054;-0.00032054;0;0
30.982.974/0001-89;2026-01-01;1;2026-01-31;11;;;;;;;;;;;;;;;;247985502.72;246695794.24;477875;516.234986638765;0.000669232365750768;;-0.001699;-0.001699;;
30.983.020/0001-90;2026-01-01;1;2026-01-30;55338;;;;;;;;;;;;;;;;357773182.7;353347349.41;43302140;8.16004357775389;0.000679;0;0.680112;0.005798;0.674314;0
31.145.875/0001-05;2026-01-01;1;2026-01-30;2;;;;;;1;;;;;;1;;;;829361345.74;815528286.12;8304404;98.2043125695715;5.84624602376876E-05;3.63576598195848E-06;0.005144;0.005144;0;0
31.152.015/0001-07;2026-01-01;2;2026-01-30;54;50;1;0;0;0;0;0;0;0;0;0;2;1;0;0;57245231.65;56801794.3;870918.4343;65.22056724;0.000879;0;-0.00069853;-0.00069853;0;0
31.161.410/0001-48;2026-01-01;1;2026-01-30;1520;;;;;;;;;;;;;;;;137156931.79;132766535.36;1528615;86.8541361690157;0.000155;4E-05;-0.001866;-0.001866;0;0.029192
31.373.514/0001-16;2026-01-01;1;2026-01-30;8;3;3;0;0;0;0;0;0;0;0;0;1;1;0;0;4160416.61;2539530.42;12231732.6611041;0.20761820834063;0;0;0;0;0;0
31.469.385/0001-64;2026-01-01;1;2026-01-30;844;;;;;;;;;;;;;;;;82949434.39;82907027.88;500922;165.508857426905;9E-05;4.5E-05;0.005205;-0.000412;0.005617;0
31.508.219/0001-20;2026-01-01;1;2026-01-30;3;;;;;;1;;;;;;1;1;;;297458821.86;42176246.91;220066;191.652717412049;0.000378;0.000114;-0.005364;-0.005364;0;0
31.524.769/0001-32;2026-01-01;2;2026-01-30;105;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237604116;237519610.44;144413.3759;1644.72029657746;0.0001;0;0;0;0;0
31.524.789/0001-03;2026-01-01;1;2026-01-30;102;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409295284.09;409209864.28;40.73481058;10045704.3608032;6E-05;0;6E-05;6E-05;0;0
31.544.493/0001-54;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;579476620.3;579386746.12;244847.90875494;2366.31282278947;4E-05;0;0;0;0;0
31.544.514/0001-31;2026-01-01;1;2026-01-30;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.547.782/0001-07;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;170825979.37;157441571.07;47850.8243;3290.25828443252;0.000293375629359438;;0.002182;0.002182;;
31.547.989/0001-81;2026-01-01;2;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;150773100.04;150712844.24;78114.87789461;1929.3743817066;0.00011;0;0.01;0.01;0;0
31.713.934/0001-02;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;44449911.26;18292470.93;36531266.8939517;0.500734644191291;0.0011;0.00037;0.0099;0.0099;0;0
31.772.231/0001-47;2026-01-01;1;2026-01-31;104;;;;;;;;;;;;;;;;441766880.65;441636646.83;15303215.9133521;28.8590744148536;0.000195302836888899;;-0.000213;-0.000213;;
31.887.401/0001-39;2026-01-01;1;2026-01-30;1179;;;;;;;;;;;;;;;;60677541.01;60138241.01;690040;87.1518187496377;0.000954;0.000245;0.018769;0.011457;0.007312;0
31.894.369/0001-19;2026-01-01;1;2026-01-30;4490;;;;;;;;;;;;;;;;271009351.79;217884685.99;3779001;57.6566891593837;0.000359;0;-0.011278;-0.011278;0;0
31.907.591/0001-09;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;292305279.02;286645375.74;134266;2134.9066460608;8.47552134315132E-05;;0.007488;0.000598;0.00689;
31.962.875/0001-06;2026-01-01;1;2026-01-31;2;;;;;;;;;;;;;;;;8185114419.51;7939026974.99;4859552.227;1633.69516452158;1.1546335626365E-05;;-0.012549;-0.012549;;
32.000.013/0001-57;2026-01-01;1;2026-01-30;9;;;;;;;;;;;;;;;;195128317.72;183805546.93;655090.43426895;280.580416557476;2.5E-05;2.2E-05;0.005214;0.005214;0;0.548223
32.006.821/0001-21;2026-01-01;1;2026-01-30;23816;;;;;;;;;;;;;;;;178749011.92;173769255.21;20726973;8.38372565111172;0.000109;5.7E-05;0.013885;0.003116;0.010769;0
32.065.364/0001-46;2026-01-01;1;2026-01-31;27015;;;;;;;;;;;;;;;;487162961.13;458809658.24;4836324;94.8674361436496;0.000711966202396568;;0.285547;0.269489;0.016058;
32.140.405/0001-11;2026-01-01;1;2026-01-30;122;116;0;0;0;0;0;0;0;0;0;0;0;6;0;0;118157133.14;118032562.94;96062.86121802;1228.7013049936;0.000440304526469375;4.89227251632639E-05;0.05438;0.05438;0;0
32.177.294/0001-18;2026-01-01;2;2026-01-30;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;42526281.83;42389778;2976;14243.87701613;0.001327;0.000199;-0.00064039;-0.02927383;0.02863344;0
32.222.912/0001-02;2026-01-01;1;2026-01-30;6;3;1;;;;;;;;;;;2;;;38196386.58;25363546.95;28701.23186851;883.709349696171;0.000315;0;-0.252729;-0.252729;0;0
32.274.163/0001-59;2026-01-01;1;2026-01-31;49321;;;;;;;;;;;;;;;;919834084.49;766574199.64;8543493;89.7260874024243;6.50740920101755E-05;;0.005482;0.000464;0.005018;
32.274.197/0001-43;2026-01-01;1;2026-01-31;3;;;;;;;;;;;;;;;;989142714.9;781941298.71;755795760.389651;1.03459339108606;8.79477271675669E-05;;0.016898;0.016898;;
32.274.553/0001-29;2026-01-01;1;2026-01-31;3;;;;;;;;;;;;;;;;564237066.08;536582204.39;488296489.1105;1.09888605868836;5.50439611272178E-05;;-0.0001;-0.0001;;
32.275.196/0001-13;2026-01-01;1;2026-01-30;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;8242.73;-209876.85;283.62514;-739.97971406907;-0.379055622380458;-0.0333528924223896;-0.034505;-0.034505;0;0
32.275.252/0001-10;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;27600736.05;27306886.83;2424674.20150446;11.2620849485909;0.00834954205579794;0.000329587186413077;-0.001114;-0.001114;0;0
32.287.811/0001-01;2026-01-01;1;2026-01-31;1;;;;;1;;;;;;;;;;;118688910.63;118543927.57;107671.3757;1100.97903736545;0.00019;0;-0.000368;-0.000368;0;0
32.317.313/0001-64;2026-01-01;1;2026-01-30;433;;;;;;;;;;;;;;;;59560172.8;59450216.25;147700.99711;402.503824708269;0.001193;5.6E-05;0.024421;0.024421;0;0
32.388.168/0001-02;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;64521895.21;24756660.54;244.48125095;101262.000434803;0.00196;0;0.023069;0.023069;0;0
32.400.250/0001-05;2026-01-01;1;2026-01-30;27120;;;;;;;;;;;;;;;;1407849782.3;1392830610.96;14723970;94.5961320866587;0.001331;6.65E-05;1.4459;0.5109;0.935;0
32.441.656/0001-36;2026-01-01;1;2026-01-30;136;116;2;0;0;0;3;0;0;0;0;0;1;14;0;0;68176119.48;67763463.84;139665;485.185722;0.002028;0;-0.004091;-0.002169;-0.001922;0
32.527.552/0001-49;2026-01-01;1;2026-01-30;199;196;;;;;1;;;;;;;2;;;75611392.93;75513802.97;94603;798.217846897033;0;0;0;0;0;0
32.527.626/0001-47;2026-01-01;1;2026-01-30;9720;9697;6;1;;;1;2;;;;;5;8;;;543840821.21;367481120.99;2810193;130.767218119894;0.000693008825362025;0;0.009854;0.00219;0.007664;0
32.667.306/0001-92;2026-01-01;1;2026-01-30;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;32282732.29;32165525.62;35564;904.440603;0.00256;0;-0.005133;-0.007988;0.002855;0
32.754.734/0001-52;2026-01-01;1;2026-01-30;14502;14466;23;0;0;0;1;2;0;0;0;0;2;8;0;0;388522071.36;363336051.46;5452634;66.634961;0.000772;0;0.118524;0.079257;0.039267;0
32.892.018/0001-31;2026-01-01;2;2026-01-30;184556;184267;216;;1;;14;5;5;;;;17;27;;4;2875455787.79;2216026875.38;21329976;103.892609882918;0.000792;0;-0.002269;-0.008946;0.006677;0
32.903.621/0001-71;2026-01-01;1;2026-01-31;40289;;;;;;;;;;;;;;;;1811905480.39;1390517364.56;12660067;109.834913556145;0.000590403385764102;;0.00616;-0.000393;0.006553;
32.903.661/0001-13;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;316300151.11;314787426.01;3372642.7205;93.3355389518793;0.000545683327244917;;0.004158;-5E-06;0.004163;
33.046.142/0001-49;2026-01-01;2;2026-01-30;5326;5265;25;1;0;0;7;2;0;0;0;1;8;17;0;0;1097700067.11;923323656.31;7441745;124.073541;6.8E-05;0;0.013699;0.001789;0.01191;0
33.354.650/0001-94;2026-01-01;2;2026-01-30;1;;;;;;;;;;;;;;;;342412693.01;342306989.73;3459549;98.94555323;0.000167;0;-0.000239;-0.000239;0;0
33.554.611/0001-30;2026-01-01;1;2026-01-30;11;8;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8140372.33;7992915.92;13852.42453792;577.004833927806;0.0006;0;-0.000625;-0.000625;0;0
33.554.611/0001-30;2026-02-01;1;2026-02-27;11;8;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8140372.33;7987915.92;13852.42453792;576.643886283853;0.0006;0;-0.000626;-0.000626;0;0
33.701.455/0001-93;2026-01-01;1;2026-01-30;11;;;;;;;;;;;;;;;;104154294.45;74448015.33;55.55556023;1340064.163187;0.000352;0;0.011493;0.011493;0;0
33.701.485/0001-08;2026-01-01;1;2026-01-30;9;;;;;;;;;;;;;;;;415985.36;399744.27;20;19987.2135;0.015544;0.01501;-0.136507;-0.136507;0;0
33.701.501/0001-54;2026-01-01;1;2026-01-30;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114551088.99;114082486.76;64327;1773.477494054;0.000739;0;-0.00089473;-0.00089473;0;0
33.701.887/0001-02;2026-01-01;1;2026-01-30;3;;;;;;;;;;;;;3;;;37736304.85;37706403.02;52522.02003146;717.916085432631;0.000318;0;-0.001355;-0.001355;0;0
33.842.871/0001-01;2026-01-01;1;2026-01-31;3;;;;;;;;;;;;;;;;234719571.63;35699199.44;133620;267.169581200419;0.000783922901325431;;0.03336;0.03336;;
33.884.145/0001-51;2026-01-01;1;2026-01-31;2802;;;;;;;;;;;;;;;;73338573.61;71122415.86;751844;94.5973045738212;0.00083773799412668;;0.009752;-0.001857;0.011609;
33.884.197/0001-28;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;36559362.68;36551945.97;28368.55958341;1288.46675709879;2.7E-05;0;-0.017076;-0.017076;0;0
34.027.774/0001-28;2026-01-01;1;2026-01-31;3284;;;;;;;;;;;;;;;;56955969.3;56371251.78;767206.99999608;73.4759351521663;0.000664778744780253;;0.020906;0.011954;0.008952;
34.081.631/0001-02;2026-01-01;1;2026-01-30;1085;1069;4;0;0;0;0;0;1;0;0;0;2;9;0;0;70702209.06;69477364.3;573450;121.15679536;0.000871;0;0.13616774;0.13388139;0.00228635;0
34.081.637/0001-71;2026-01-01;2;2026-01-30;13295;13255;23;0;1;0;4;0;0;0;0;0;3;9;0;0;219260045.45;218934688.8;4674548;46.83547774;0.000585;0;0.01048834;0.00159416;0.00889418;0
34.197.700/0001-30;2026-01-01;1;2026-01-30;109;89;0;0;0;0;0;0;0;0;0;0;0;21;0;0;36868885.27;36813331.49;853454.8976;43.1344779829874;0.000557325814907759;0.000421505453347513;0.002807;0.002807;0;0
34.197.776/0001-65;2026-01-01;1;2026-01-30;3571;3553;11;0;0;0;1;0;0;0;0;0;4;2;0;0;32901819.39;30298567.95;1313784;23.062062;0.001829;0;-0.002001;-0.001111;-0.00089;0
34.197.811/0001-46;2026-01-01;1;2026-01-30;84239;84060;134;0;0;0;7;1;0;0;0;1;17;18;0;1;1072739211.83;1071856441.19;11787247;90.933569;0.000783;0;0;0;0;0
34.508.872/0001-87;2026-01-01;1;2026-01-30;63411;63306;83;0;0;0;6;0;0;0;0;0;8;6;0;2;1214967541.41;1211591957.57;11733895;103.25573542;7.3E-05;0;0.04224466;0.03872376;0.0035209;0
34.508.959/0001-54;2026-01-01;2;2026-01-30;547;535;1;0;0;0;0;0;1;0;0;0;4;6;0;0;106554885.04;106446443.91;1200000;88.70536993;0.000177;0;-0.07510202;-0.07510202;0;0
34.509.007/0001-55;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;109016135.71;105178372.52;772497.18065818;136.153729946802;0.000978658421249358;0;0.007774;0.007774;0;0
34.547.078/0001-42;2026-01-01;1;2026-01-30;4;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;75534435.08;74110915.71;151735.46893692;488.421831950245;0.00344553939934039;0;-0.018423;-0.018423;0;0
34.598.181/0001-11;2026-01-01;1;2026-01-30;15723;;;;;;;;;;;;;;;;481633132.52;478585896.5;4512103;106.06714796;0.000383;0;0.005552;-0.000104;0.005656;0
34.691.520/0001-00;2026-01-01;1;2026-01-30;1657;1628;7;0;0;0;5;1;0;0;0;0;6;10;0;0;1075784306.88;663124907.41;67825745;9.776891;0.000877;0;0.003536;-0.002361;0.005897;0
34.691.925/0001-48;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;203205315.94;201131321.37;408817;491.983751580781;0.000396;0.000198;0.035352;0.035352;0;0.025113
34.736.474/0001-18;2026-01-01;1;2026-01-31;128;;;;;;;;;;;;;;;;285183377.92;251184400.01;3054449;82.2355848829036;0.00135939106881799;;-0.005457;-0.005457;;
34.736.510/0001-43;2026-01-01;1;2026-01-31;291;;;;;;;;;;;;;;;;31928120.31;31739202.19;552000;57.498554692029;0.000215013596093166;;0.001526;-0.003839;0.005365;
34.835.191/0001-23;2026-01-01;1;2026-01-30;6183;;;;;;;;;;;;;;;;135700837.3;134595711.36;1130086;119.10218458;0.00083;0;0.008916;0.003272;0.005644;0
34.847.042/0001-84;2026-01-01;1;2026-12-31;19;;;;;;;;;;;;;;;;265476664.04;143810780.96;1485504;96.8094202102452;0.000393634188077634;;0.007705;-0.0027;0.010405;
34.867.728/0001-37;2026-01-01;1;2026-01-30;104;100;0;0;0;0;4;0;0;0;0;0;0;0;0;0;138710796.95;138480323.53;526253.6212;263.14369718;0.000138;0;-0.01552729;-0.07748011;0.06195282;0
34.895.711/0001-93;2026-01-01;1;2026-01-30;37;;;;;;;;;;;;;;;;37633315.25;9702480.85;21663.0146;447.882302124285;0.00578369294075958;;-0.057351;-0.057351;;
34.895.752/0001-80;2026-01-01;1;2026-01-31;421;;;;;;;;;;;;;;;;124395702.92;119752387.5;215475;555.760006961364;0.00166936688423018;;-0.002422;-0.002422;;
34.895.894/0001-47;2026-01-01;1;2026-01-31;288;;;;;;;;;;;;;;;;98787264.25;98258504.7;994814;98.7707297042462;0.000831725459791167;;0.005605;0.001549;0.004056;
