CNPJ_Fundo_Classe;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
51.416.131/0001-95;2026-02-01;1;126.8;126.8;0;0;0;29225260.01;29223863;0;29223863;0;0;0;0;0;0;0;0;;0;0;0;0;1397.01;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;190000;0;0;0;0;0;0;0;20000000;20190000
51.472.985/0001-99;2026-01-01;1;3280066.34;0;0;0;3280066.34;357723420.15;357723420.15;0;357723420.15;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1764738.48;130250.89;0;1634487.59;69443.16;204844.44;0;9477137.97;0;0;0;0;0;624096.35;10375521.92
51.476.870/0001-72;2026-01-01;1;60416.05;0;0;0;60416.05;152029176.85;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;152029176.85;0;0;;0;0;;0;0;0;0;0;0;0;0;11062.8;0;0;0;0;0;0;0;11062.8;22125.6
51.601.636/0001-20;2026-01-01;1;175377.79;1000;0;0;174377.79;223870659.33;0;0;0;0;0;0;0;34249020.51;0;0;0;;0;0;2789344.52;0;0;0;20907057;0;0;;165925237.3;0;;0;0;0;188.27;0;0;188.27;2102120.8;151313.55;344477.68;0;0;0;0;0;0;14616003.31;17213915.34
51.646.298/0001-42;2026-01-01;1;55992983.68;22959.42;15403224.15;40566800.11;0;243340697.18;0;0;0;0;0;0;0;0;0;0;0;;0;0;6139701.94;0;0;0;0;0;0;;237200995.24;0;;0;0;0;0;0;0;0;3253067.31;222698.62;0;0;0;0;0;0;0;54103.58;3529869.51
51.665.327/0001-13;2026-01-01;1;11683023.9;0;0;0;11683023.9;135664799.11;42264448.06;0;0;0;0;42264448.06;0;0;0;0;0;;0;0;11022455.3;0;0;0;0;0;0;;82377895.75;0;;0;0;0;906862.26;0;370437.45;536424.81;1825571.89;145543.54;19969.95;1267933.37;0;0;0;0;0;47091.07;3306109.82
51.666.294/0001-26;2026-01-01;1;1863411.94;0;922773.83;940638.11;0;273300000;273300000;0;273300000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1460860.34;1459200.32;0;1660.02;0;34467.75;0;0;0;0;0;0;0;987975.7;1022443.45
51.672.980/0001-00;2026-01-01;1;13083.5;13083.5;0;0;0;8195047.09;8195047.09;0;8195047.09;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;161142.86;0;0;0;0;0;0;0;8952.38;170095.24
51.710.043/0001-00;2026-01-01;2;170648.77;661.26;0;0;169987.51;87881925.05;87881925.05;0;87881925.05;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;30684.43;0;0;30684.43;0;57998.99;0;0;0;0;0;0;0;34634.18;92633.17
51.734.924/0001-52;2026-01-01;1;5159456.95;17950.54;5141506.41;;;375646413.58;0;;;;;;;;;;;;;;;;;;;375646413.58;;;;;;;;;5537900.07;;;5537900.07;;110870.57;;;;;;;;7387243.97;7498114.54
51.753.261/0001-13;2026-01-01;1;7845.63;100;;;7745.63;14025233.99;0;;;;;;;;;;;;;;;;;;14025233.99;;;;;;;;;;0;;;;;61135.15;;;;;;;;2297699.1;2358834.25
51.786.271/0001-55;2026-01-01;1;4465370.01;0;0;0;4465370.01;201513603.9;114360000;0;114360000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;87153603.9;0;0;;0;0;;0;0;0;1113690.23;1041116.07;0;72574.16;0;31045.14;0;0;0;0;0;0;0;104682.46;135727.6
51.802.350/0001-02;2026-01-01;1;30324578.49;0;0;0;30324578.49;316683634;8933425;0;0;0;8933425;0;0;0;0;0;0;;0;0;24514806.18;0;0;0;0;0;0;;283235402.82;0;;0;0;0;0;0;0;0;0;349457.78;0;100000;0;0;0;0;0;54529.83;503987.61
51.817.522/0001-11;2026-01-01;1;1279889.99;1100;;;1278789.99;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;52735366.35;;;52735366.35;;89916.28;;;;;;;;13045.75;102962.03
51.868.778/0001-58;2026-01-01;1;26188494.3;0;3210459.74;0;22978034.56;114846691.59;0;0;0;0;0;0;0;0;0;0;0;;0;0;18264562.38;0;0;0;0;0;0;;96582129.21;0;;0;0;0;50000;0;0;50000;1386382.01;10500;0;0;0;0;0;0;0;145989.49;1542871.5
51.870.412/0001-13;2026-01-01;1;21002921.07;1000;0;0;21001921.07;426925965.56;209928487.27;0;4248639.47;0;16435366.84;189244480.96;0;0;0;0;0;;0;0;112939653.86;0;0;0;0;0;0;;104057824.43;0;;0;0;0;3972080.25;243471.75;0;3728608.5;4227412.05;413874.88;0;0;4101425.33;0;0;0;0;1274293.12;10017005.38
51.889.479/0001-08;2026-01-01;1;8937769.13;1050733.43;0;0;7887035.7;152382043.32;152382043.32;110231182.63;42150860.69;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;20069518.8;0;20060000;9518.8;0;50561.75;0;0;0;0;0;0;0;29717765.4;29768327.15
51.889.479/0001-08;2026-02-01;1;4186136.28;19076.26;0;0;4167060.02;179548595;179548595;105746216.88;73802378.12;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;20064664.57;0;20060000;4664.57;0;45270.4;0;0;0;0;0;0;0;50905987.01;50951257.41
51.890.054/0001-00;2026-01-01;2;14044880.59;1000;0;0;14043880.59;347080624.88;99300000;0;99300000;0;0;0;0;0;0;0;0;;0;0;174033583.65;0;0;0;0;0;0;;73747041.23;0;;0;0;0;2452910.25;637058.49;0;1815851.76;3144201.65;332334.88;0;0;0;0;0;0;0;29827.77;3506364.3
51.951.316/0001-08;2026-01-01;1;984146.77;0;0;0;984146.77;48504105.62;0;0;0;0;0;0;0;0;0;0;0;;0;0;48504105.62;0;0;0;0;0;0;;0;0;;0;0;0;1010765.07;0;0;1010765.07;0;8705.75;0;0;0;0;0;0;0;23926.94;32632.69
51.991.587/0001-89;2026-01-01;1;8954.67;8954.67;0;;0;206099596.83;0;0;0;0;0;0;;0;;;;;;;;;;;;;206099596.83;;;;;;;;56396.46;;56396.46;0;0;134487.4;0;0;0;0;0;0;0;91990.82;226478.22
51.991.713/0001-03;2026-01-01;1;145509.15;100;;;145409.15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10024002.95;;;10024002.95;;16917.57;;;;;;;;11261.32;28178.89
52.101.897/0001-43;2026-01-01;1;6483654.57;6450.35;6477204.22;0;0;30515413.41;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;28252164.99;0;;2263248.42;0;0;0;0;0;0;469443.54;16459.25;0;0;0;0;0;0;0;33083.82;518986.61
52.153.014/0001-49;2026-01-01;1;10638988.16;1495.72;0;0;10637492.44;90201699.83;0;0;0;0;0;0;0;0;0;0;0;;0;0;72911698.44;0;0;0;0;0;0;;17290001.39;0;;0;0;0;0;0;0;0;0;8500;0;0;0;0;0;0;0;34211.76;42711.76
52.219.978/0001-42;2026-01-01;1;6130140.42;30505.52;6099634.9;;;1029392206.81;982651749.34;;982651749.34;;;;;;;;;;;;;;;;;;;;;;;46740457.47;;;6494529.38;6448199.94;;46329.44;5775000;576554.07;;;;;;;;14469376.11;20820930.18
52.227.760/0001-30;2026-01-01;1;2813115.64;0;2813115.64;0;0;68360446.67;0;0;0;0;0;0;0;2085717.63;0;0;0;;0;0;40898212.41;0;0;0;0;0;0;;25376516.63;0;;0;0;0;26242.47;0;0;26242.47;0;58839.36;75695.44;0;0;0;0;0;0;24439.37;158974.17
52.241.939/0001-41;2026-01-01;1;1194311.57;1000;0;0;1193311.57;256454871.96;252000000;0;252000000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;4454871.96;889350;0;0;889350;1.46;23609.1;0;0;0;0;0;0;0;47538.85;71149.41
52.270.671/0001-76;2026-01-01;1;15566334.85;49962.19;15516372.66;;;581197919.41;0;;;;;;;29134820.52;;;;;;;492805934.05;;;;;;;;59257164.84;;;;;;17093626.43;;;17093626.43;5312500;598178.56;;;;;;;;1839106.67;7749785.23
52.321.885/0001-24;2026-01-01;1;335.1;335.1;0;0;0;1058560228.55;562978279;0;562978279;0;0;0;0;495581949.55;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5514600;0;0;5514600;0;352928.66;0;0;0;0;0;0;0;5121054.2;5473982.86
52.324.762/0001-47;2026-01-01;1;3850288.99;415942.85;0;0;3434346.14;25681096.51;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;25681096.51;2030965.84;0;0;2030965.84;0;15000;0;0;0;0;0;0;0;9280832.97;9295832.97
52.353.292/0001-40;2026-01-01;1;4356810.69;0.01;0;0;4356810.68;213638360.07;185238360.07;0;185238360.07;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;28400000;1264823.1;1264823.1;0;0;0;58465.94;0;81467806.24;0;0;0;0;0;37596.06;81563868.24
52.355.496/0001-10;2026-01-01;1;1543478.16;100;;;1543378.16;60609723.65;0;;;;;;;;;;;;;;;;;;;;;;60609723.65;;;;;;2186013.36;;;2186013.36;643750;56075.08;;;;;;;;34000.27;733825.35
52.355.764/0001-01;2026-01-01;1;73884.55;0;0;0;73884.55;1057632.1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;1057632.1;0;;0;0;0;765.07;0;0;765.07;0;6576.64;0;0;0;0;0;0;0;23335.23;29911.87
52.355.865/0001-74;2026-01-01;1;101762.11;0;0;0;101762.11;30838506.57;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;29831189.01;0;;1007317.56;0;;0;0;0;765.07;0;0;765.07;0;6576.64;0;0;0;0;0;0;0;23336.88;29913.52
52.356.865/0001-99;2026-01-01;1;166566.57;0;0;0;166566.57;25016000;25016000;0;25016000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;24648.96;0;0;24648.96;0;10000;0;0;0;0;0;0;0;13511190.67;13521190.67
52.357.468/0001-31;2026-01-01;1;6881739.2;0;0;0;6881739.2;344609008.31;0;0;0;0;0;0;0;0;0;0;0;;0;0;53432722.51;0;0;0;34298999.99;0;0;;256877285.81;0;;0;0;0;553832.56;0;0;553832.56;0;333896.54;0;0;0;0;0;0;0;1494245.06;1828141.6
52.366.833/0001-74;2026-01-01;1;15165933.81;973.27;15164960.54;0;0;117485647.42;117485647.42;117485647.42;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;27611.71;0;0;0;0;0;0;0;34956.89;62568.6
52.371.756/0001-40;2026-01-01;1;2961588.01;0;0;0;2961588.01;520963070.57;303316905.99;207934573.52;95382332.47;0;0;0;0;0;0;0;0;;0;0;217646043.07;0;121.51;0;0;0;0;;0;0;;0;0;0;157744571.91;0;0;157744571.91;53437.98;41150.79;0;1086880.47;0;0;0;0;0;209085752.93;210267222.17
52.446.271/0001-79;2026-01-01;1;1050.57;0;0;0;1050.57;8692397.94;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;8692397.94;0;0;;0;0;;0;0;0;69686.55;0;0;69686.55;0;73820.18;0;0;0;0;0;0;0;175395.3;249215.48
52.521.137/0001-95;2026-01-01;1;1677501.78;0;0;0;1677501.78;5700000;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;5700000;0;0;;0;0;;0;0;0;659020.24;0;0;659020.24;0;81366.51;0;0;0;0;0;0;0;14978.6;96345.11
52.551.605/0001-74;2026-01-01;1;5125403.69;0;0;0;5125403.69;475515709.71;365347085.75;246209777.55;119137308.2;0;0;0;0;0;0;0;0;;0;0;110168623.96;0;0;0;0;0;0;;0;0;;0;0;0;48275712.38;1782759.85;7000000;39492952.53;18044.08;44243.64;0;0;0;0;0;0;0;637463.64;699751.36
52.589.406/0001-55;2026-01-01;1;102022.29;102022.29;0;0;0;107700000;107700000;0;0;0;107700000;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3543299.83;0;0;3543299.83;0;23523.39;0;0;0;0;0;0;0;108028397.39;108051920.78
52.609.938/0001-07;2026-01-01;1;1446.55;1446.55;0;0;0;24041890.86;23700000;0;23700000;0;0;0;0;0;0;0;0;;0;0;0;0;341890.86;0;0;0;0;;0;0;;0;0;0;197083.73;167765.32;0;29318.41;0;15197.01;0;0;0;0;26029198.24;0;0;2996.59;26047391.84
52.610.191/0001-07;2026-01-01;1;9898.53;9898.53;0;0;0;170826898.64;166900000;0;166900000;0;0;0;0;0;0;0;0;;0;0;0;0;3926898.64;0;0;0;0;;0;0;;0;0;0;2024983;1871772.82;0;153210.18;186998.46;15197.01;0;0;0;0;128371747.52;0;0;2996.59;128576939.58
52.610.289/0001-64;2026-01-01;1;2702.64;2702.64;0;0;0;60410265.21;60100000;0;60100000;0;0;0;0;0;0;0;0;;0;0;0;0;310265.21;0;0;0;0;;0;0;;0;0;0;398707.31;357946.24;0;40761.07;0;15197.01;0;0;0;0;34064645.76;0;0;2996.59;34082839.36
52.635.194/0001-03;2026-01-01;2;499535.28;28885.09;470650.19;0;0;52129279.58;52129279.58;12220279.58;0;0;0;0;39909000;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;19299.35;0;0;19299.35;0;27388.04;0;2614042.56;0;0;0;0;0;66543.42;2707974.02
52.649.350/0001-87;2026-01-01;1;2001370.75;1000;0;0;2000370.75;8698098.19;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;8698098.19;0;;0;0;0;33679.54;0;0;33679.54;115937.85;4257.46;0;0;0;0;0;0;0;7639.28;127834.59
52.649.680/0001-72;2026-01-01;1;563991.59;1000;0;0;562991.59;37312137.59;0;0;0;0;0;0;0;0;0;0;0;;0;0;28253776.59;0;0;0;0;0;0;;9058361;0;;0;0;0;223189.45;0;0;223189.45;287964.52;12000;0;0;0;0;0;0;0;68175.47;368139.99
52.713.882/0001-36;2026-01-01;1;1348525.82;0;1348525.82;0;0;62040672.97;62040672.97;0;62040672.97;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1160707.91;776566.7;0;384141.21;0;62123.65;0;0;0;0;0;0;0;25809.84;87933.49
52.714.934/0001-99;2026-01-01;1;3740415;0;0;0;3740415;76029931.14;0;0;0;0;0;0;0;9395.1;0;0;0;;0;0;20536.04;0;0;0;76000000;0;0;;0;0;;0;0;0;43005.69;0;0;43005.69;0;143205.26;0;0;0;0;0;0;0;11036825.95;11180031.21
52.889.976/0001-60;2026-01-01;1;2027.4;0;0;0;2027.4;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;68242951.6;0;0;68242951.6;0;15000;0;0;0;0;0;0;0;203160.83;218160.83
52.889.976/0001-60;2026-02-01;1;9227710.98;70068.8;0;0;9157642.18;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;25000;0;0;25000;0;15000;0;0;0;0;0;0;0;17261.98;32261.98
52.890.292/0001-89;2026-01-01;1;429003.36;1000;0;0;428003.36;47390000;47390000;0;47390000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;375177.14;375070.18;0;106.96;0;15000;0;0;0;0;0;0;0;1945.04;16945.04
52.904.581/0001-90;2026-01-01;1;111544.02;95.53;0;0;111448.49;14304016.58;14304016.58;0;0;0;14304016.58;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;34495.22;0;0;0;0;0;0;0;10.49;34505.71
52.904.581/0001-90;2026-02-01;1;56491.29;50.4;0;0;56440.89;14304016.58;14304016.58;0;0;0;14304016.58;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;34495.22;0;0;0;0;0;0;0;0;34495.22
52.966.340/0001-75;2026-01-01;1;18432864.27;846.06;0;0;18432018.21;99911178.84;0;0;0;0;0;0;0;0;0;0;0;;0;0;91339178.82;0;0;0;0;8572000.02;0;;0;0;;0;0;0;87219.95;0;0;87219.95;0;14789.56;55736.72;0;0;0;0;0;0;17522627.8;17593154.08
53.018.363/0001-10;2026-01-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53.018.363/0001-10;2026-02-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53.072.782/0001-30;2026-01-01;1;8066938.09;2000;;;8064938.09;103487798.16;53290508.07;;;53290508.07;;;;;;;;;;;;;;;;50197290.09;;;;;;;;;0;;;;;21054.12;;;;;;;;760692.89;781747.01
53.076.137/0001-96;2026-01-01;1;2718335.31;1000;2717335.31;0;0;39857633.29;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;39857633.29;0;;0;0;0;66.5;0;0;66.5;0;37901.13;0;0;0;0;0;0;0;5459.72;43360.85
53.076.143/0001-43;2026-01-01;1;590742.54;998.33;0;0;589744.21;12915796.74;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;12915796.74;0;0;;0;0;;0;0;0;20.19;0;0;20.19;0;32000;0;0;0;0;0;0;0;3001.67;35001.67
53.076.746/0001-45;2026-01-01;1;10761360.78;364510.74;10396850.04;0;0;79442583.99;79442583.99;79442583.99;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6267242.54;230616.75;0;6036625.79;0;28612.53;0;0;0;0;0;0;0;210285.43;238897.96
53.087.126/0001-01;2026-01-01;1;402752.33;0;0;0;402752.33;70502110.39;0;0;0;0;0;0;0;0;0;0;0;;0;0;70502110.39;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;15000;0;0;0;0;0;0;0;201640.41;216640.41
53.095.823/0001-04;2026-01-01;1;1023840.32;0;0;0;1023840.32;28704014.25;554565.67;0;554565.67;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;28149448.58;0;;0;0;0;3124.86;0;0;3124.86;0;42578.24;201127.24;0;0;0;0;0;0;49587.89;293293.37
53.123.631/0001-64;2026-01-01;1;729053.61;729053.61;0;0;0;11765817;11765817;0;11765817;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;672243.25;0;0;672243.25;0;64000;0;4600000;0;0;0;0;0;80000;4744000
53.127.942/0001-00;2026-01-01;2;57951.39;57951.39;0;0;0;73042019.17;72762019.17;0;0;72762019.17;0;0;0;0;0;0;0;;0;0;280000;0;0;0;0;0;0;;0;0;;0;0;0;3999.26;0;0;3999.26;0;70000;0;0;0;0;0;0;0;606273.26;676273.26
53.137.434/0001-02;2026-01-01;1;222846.71;1505.63;221341.08;0;0;75097423.08;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;75097423.08;0;0;;0;0;;0;0;0;4404348.45;0;0;4404348.45;0;15000;0;0;0;0;0;0;0;86249.37;101249.37
53.178.634/0001-03;2026-01-01;1;1699043.57;0;0;0;1699043.57;7387970.94;7387970.94;0;0;0;7387970.94;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;15000;0;0;0;0;0;0;0;18989.29;33989.29
53.179.110/0001-29;2026-01-01;1;1748677.99;2314.45;1746360.77;0;2.77;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;26653957.68;0;0;26653957.68;0;24000;0;0;0;0;0;0;0;2404616.24;2428616.24
53.190.891/0001-52;2026-01-01;1;51329.09;50150.76;0;0;1178.33;474.26;0;0;0;0;0;0;0;0;0;0;0;;0;0;474.26;0;0;0;0;0;0;;0;0;;0;0;0;47844332.29;0;40094332.29;7750000;0;15340.91;0;0;0;0;0;0;0;1015343.88;1030684.79
53.191.611/0001-20;2026-01-01;1;11128770.14;10222.64;0;0;11118547.5;66591562.25;66591562.25;0;0;0;66373865.41;0;217696.84;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;38059917.86;784687.88;0;37275229.98;0;88489.49;0;0;0;0;0;0;0;48138.6;136628.09
53.193.237/0001-00;2026-01-01;1;13645831.87;0;0;0;13645831.87;84578218.3;0;0;0;0;0;0;0;0;0;0;0;;0;0;60201.92;0;0;0;0;0;0;;84518016.38;0;;0;0;0;5647;0;0;5647;0;86813.04;0;0;0;0;0;0;0;9287746.45;9374559.49
53.211.851/0001-40;2026-01-01;1;1631.24;1631.24;0;0;0;142084659.59;0;0;0;0;0;0;0;0;0;0;0;;0;0;142084659.59;0;0;0;0;0;0;;0;0;;0;0;0;33043.46;0;0;33043.46;0;21418;0;0;0;0;0;0;0;55726;77144
53.249.951/0001-65;2026-01-01;1;180097.56;300;0;0;179797.56;28273329.68;0;0;0;0;0;0;0;0;0;0;0;;0;0;28273329.68;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;2000;3000
53.250.967/0001-98;2026-01-01;1;981804.97;216.17;0;0;981588.8;34768638.75;34768638.75;0;34768638.75;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;126.45;0;0;126.45;800000;12000;0;0;0;0;0;0;0;783.8;812783.8
53.251.006/0001-06;2026-01-01;1;5644814.32;1000;5643814.32;0;0;147715565.66;135837299.34;0;135837299.34;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;11878266.32;0;0;15247.89;15000;0;247.89;0;0;0;0;0;0;0;0;0;3488527.08;3488527.08
53.251.715/0001-83;2026-01-01;1;152241.02;7300;0;0;144941.02;28273329.68;0;0;0;0;0;0;0;0;0;0;0;;0;0;28273329.68;0;0;0;0;0;0;;0;0;;0;0;0;3000;0;0;3000;0;1000;0;0;0;0;0;0;0;2000;3000
53.251.882/0001-24;2026-01-01;1;881.87;316.26;0;0;565.61;28273329.68;0;0;0;0;0;0;0;0;0;0;0;;0;0;28273329.68;0;0;0;0;0;0;;0;0;;0;0;0;260.01;0;0;260.01;0;2000;0;0;0;0;0;0;0;15000;17000
53.260.548/0001-37;2026-01-01;1;1023983.6;100;;;1023883.6;35485774.48;0;;;;;;;;;;;;;;;;;;;;;;35485774.48;;;;;;1480754.76;;;1480754.76;412305.39;31732.2;;;;;;;;14559.58;458597.17
53.275.496/0001-72;2026-01-01;1;0;0;0;0;0;14413796.62;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;14413796.62;0;0;;0;0;;0;0;0;0;0;0;0;0;11523.46;0;0;0;0;0;0;0;11000;22523.46
53.275.496/0001-72;2026-02-01;1;0.4;0.4;0;0;0;15403126.07;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;15403126.07;0;0;;0;0;;0;0;0;0;0;0;0;0;10455.99;0;0;0;0;0;0;0;12067.47;22523.46
53.294.563/0001-04;2026-01-01;2;702868.72;1000;0;0;701868.72;7320000;7320000;0;7320000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;37.13;0;0;37.13;0;25559.7;0;0;0;0;0;0;0;2832.07;28391.77
53.305.536/0001-81;2026-01-01;1;12510230.73;1000;0;0;12509230.73;37648772.28;0;0;0;0;0;0;0;0;0;0;0;;0;0;1079288.03;0;0;0;0;0;0;;36569484.25;0;;0;0;0;106.96;0;0;106.96;594128.66;8418.4;0;0;0;0;0;0;0;132885.33;735432.39
53.309.565/0001-11;2026-01-01;2;2616122.47;0;2616122.47;0;0;319884479.75;319884479.75;0;319884479.75;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1930363.07;1917533.87;0;12829.2;0;40129.49;0;0;0;0;0;0;0;74692.49;114821.98
53.317.751/0001-00;2026-01-01;1;5448.71;5448.71;0;0;0;1723460.95;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1723460.95;0;0;;0;0;;0;0;0;65;0;0;65;0;12584.76;0;0;0;0;0;0;0;60036.62;72621.38
53.322.347/0001-17;2026-01-01;1;0;0;0;0;0;122283244.69;0;0;0;0;0;0;0;0;0;0;0;;0;0;122283244.69;0;0;0;0;0;0;;0;0;;0;0;0;841.71;0;0;841.71;0;11000;0;0;0;0;0;0;0;117204.65;128204.65
53.372.824/0001-59;2026-01-01;1;17003018.35;33892.22;0;0;16969126.13;303164861.21;303164861.21;0;303164861.21;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6985674.62;2467940.37;0;4517734.25;0;26500;0;0;0;0;0;0;0;73430366.79;73456866.79
53.391.567/0001-00;2026-01-01;2;33416555.03;0;0;0;33416555.03;174670253.6;0;0;0;0;0;0;0;0;0;0;0;;0;0;110772955.75;0;0;0;63897297.85;0;0;;0;0;;0;0;0;4315204.69;0;174748.68;4140456.01;0;281120.81;0;0;0;0;0;0;0;158675.23;439796.04
53.391.653/0001-05;2026-01-01;1;10584602.61;0;9727527.48;0;857075.13;224540000;224540000;0;224540000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;211938.25;0;0;211938.25;0;111198.68;0;30506630.18;0;0;0;0;0;31773.13;30649601.99
