CNPJ_Fundo_Classe;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
30.982.974/0001-89;2026-01-01;1;322004.61;100;;;321904.61;247663498.11;5468262;;5468262;;;;;;;;;;;;44767545.35;;;;197427690.76;;;;;;;;;;0;;;;;165096.81;;754350;;;;;;370261.67;1289708.48
30.983.020/0001-90;2026-01-01;1;11346839.73;0;0;0;11346839.73;344657537;0;0;0;0;0;0;0;0;0;0;0;;0;0;306159463.64;0;0;0;0;0;0;;38498073.36;0;;0;0;0;1768805.97;0;0;1768805.97;3053097.77;240086.32;0;0;0;0;0;0;0;1132649.2;4425833.29
31.145.875/0001-05;2026-01-01;1;8479636.44;10418.46;0;0;8469217.98;787720829.34;756502900.94;0;756502900.94;0;0;0;0;0;0;0;0;;0;0;0;0;31217928.4;0;0;0;0;;0;0;;0;0;0;33160879.96;8558974.84;0;24601905.12;0;47677.79;0;0;0;0;0;0;7526871.25;6258510.58;13833059.62
31.152.015/0001-07;2026-01-01;2;7902.4;15.15;0;0;7887.25;57236911.25;37776911.14;512753;37264158.14;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;19460000.11;0;0;;0;0;;0;0;0;418;0;0;418;0;49928.34;0;0;0;0;0;0;0;393509.01;443437.35
31.161.410/0001-48;2026-01-01;1;4819339.4;2436.34;4816903.06;0;0;89165132.1;1586512.55;0;1586512.55;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;87578619.55;0;0;;0;0;;0;0;0;43172460.29;0;1163370.71;42009089.58;1370.4;377373.34;0;0;0;0;0;0;0;4011652.69;4390396.43
31.373.514/0001-16;2026-01-01;1;0;0;0;0;0;4154072.9;4154072.9;0;0;0;0;0;4154072.9;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6343.71;0;0;6343.71;0;0;0;0;0;0;0;0;0;1620886.19;1620886.19
31.469.385/0001-64;2026-01-01;1;832491.58;29777.43;802714.15;0;0;81608977;81608977;0;81608977;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;507965.81;507965.81;0;0;2488.08;0;0;0;0;0;0;0;0;39918.43;42406.51
31.508.219/0001-20;2026-01-01;1;638205.18;1148.55;0;0;637056.63;280580000.01;280580000.01;0;280580000.01;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;16240616.67;1730930.28;7500000;7009686.39;0;0;0;0;0;0;0;0;186086705.31;69195869.64;255282574.95
31.524.769/0001-32;2026-01-01;2;1704116;159557.1;0;0;1544558.9;235900000;235900000;0;235900000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;22595;0;0;0;0;0;0;0;61910.56;84505.56
31.524.789/0001-03;2026-01-01;1;843284.09;804256.76;0;0;39027.33;408452000;408452000;0;9000000;0;0;0;399452000;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;22760.03;0;0;0;0;0;0;0;62659.78;85419.81
31.544.493/0001-54;2026-01-01;1;235805.39;235805.39;0;0;0;579240814.91;415400000;336000000;0;0;0;0;79400000;0;0;0;0;;0;0;0;0;0;0;163840814.91;0;0;;0;0;;0;0;0;0;0;0;0;0;22222.55;0;0;0;0;0;0;0;67651.63;89874.18
31.544.514/0001-31;2026-01-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.547.782/0001-07;2026-01-01;1;46688.85;100;;;46588.85;167537579.6;135285000.01;87540000.01;47745000;;;;;;;;;;;;;;;;32252579.59;;;;;;;;;;3241710.92;3202710.92;;39000;;46189.52;;5300000;;;;;;8038218.78;13384408.3
31.547.989/0001-81;2026-01-01;2;112849.91;112849.91;0;0;0;150658694.45;150658694.45;128900000;0;0;0;0;21758694.45;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1555.68;0;0;1555.68;0;15229.15;0;0;0;0;0;0;0;45026.65;60255.8
31.713.934/0001-02;2026-01-01;1;28.4;28.4;0;0;0;44449022.62;9465022.62;0;0;0;0;0;9465022.62;0;0;0;0;;0;0;0;0;0;0;7984000;0;0;;0;0;;0;0;27000000;860.24;0;0;860.24;0;20144.68;0;0;0;0;0;0;0;26137295.65;26157440.33
31.772.231/0001-47;2026-01-01;1;1061699.66;100;;;1061599.66;440705180.99;0;;;;;;;;;;;;;;;;;;440705180.99;;;;;;;;;;0;;;;;86252.89;;;;;;;;43980.93;130233.82
31.887.401/0001-39;2026-01-01;1;3251345.73;67221.16;3184124.57;0;0;57349189.39;0;0;0;0;0;0;0;0;0;0;0;;0;0;57349189.39;0;0;0;0;0;0;;0;0;;0;0;0;77005.89;0;0;77005.89;434725.2;57364.41;0;0;0;0;0;0;0;47210.39;539300
31.894.369/0001-19;2026-01-01;1;4600827.64;2000;;;4598827.64;230358327.33;98019278.91;;98019278.91;;;;;;;;;;;;64055356.07;;;;;53245154.09;;;;;;15038538.26;;;36050196.82;7324151.08;28718075.47;7970.27;;78203.92;;30285657.25;;;22685116.88;;;75687.75;53124665.8
31.907.591/0001-09;2026-01-01;1;2654595.48;1269.41;;;2653326.07;287500000;287500000;;287500000;;;;;;;;;;;;;;;;;;;;;;;;;;2150683.54;2150683.54;;;1973710.2;24294.69;;;;;;;;3661898.39;5659903.28
31.962.875/0001-06;2026-01-01;1;338416999.01;5730032.63;;332686966.38;;7659590848.87;6771052089.18;;6322187460.13;448864629.05;;;;;;;;;;;;;;;888538759.69;;;;;;;;;;187106571.63;100279615.81;;86826955.82;;91666.67;;;;;;;;245995777.85;246087444.52
32.000.013/0001-57;2026-01-01;1;18338624.88;825.63;0;0;18337799.25;89184106.54;17457410.26;0;17457410.26;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;71726696.28;0;0;;0;0;;0;0;0;87605586.3;0;0;87605586.3;0;4600.7;0;0;0;0;0;0;0;11318170.09;11322770.79
32.006.821/0001-21;2026-01-01;1;2807518.46;838.22;2806680.24;0;0;171245705.35;0;0;0;0;0;0;0;0;5137592.53;0;0;;0;0;5428113.9;5949753.83;20556980.58;0;0;0;0;;134173264.51;0;;0;0;0;4695788.11;0;0;4695788.11;1865427.57;0;318863.16;0;0;0;0;0;0;2795465.98;4979756.71
32.065.364/0001-46;2026-01-01;1;25179544.54;100;;;25179444.54;439783416.59;0;;;;;;;;;;;;;;;;;;;;;;439783416.59;;;;;;22200000;;;22200000;5803588.8;326656.97;;;;;;;;22223057.12;28353302.89
32.140.405/0001-11;2026-01-01;1;13170884.29;4090.72;2906078.1;0;10260715.47;104501947.26;0;0;0;0;0;0;0;0;0;0;0;;0;0;35946848.36;14238057.1;0;0;0;0;0;;53836120.77;0;;0;0;480921.03;484301.59;0;0;484301.59;0;18000;0;0;0;0;0;0;0;106570.2;124570.2
32.177.294/0001-18;2026-01-01;2;799645.06;0;0;720552.77;79092.29;41726636.77;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;41726636.77;0;0;;0;0;;0;0;0;0;0;0;0;0;56248.46;0;0;0;0;0;0;0;80255.37;136503.83
32.222.912/0001-02;2026-01-01;1;15615.87;15615.87;0;0;0;38180763.16;38180763.16;0;38180763.16;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7.55;0;0;7.55;0;210591.56;0;12452248.07;0;0;0;0;0;170000;12832839.63
32.274.163/0001-59;2026-01-01;1;2284444.02;95443.81;;;2189000.21;800425514.16;789474454.1;;789474454.1;;;;;;;;;;;;;;;;;;;;10951060.06;;;;;;117124126.31;4791502.6;108563072.42;3769551.29;3844571.85;49884.12;;;;128916.43;146134568.63;;;3101943.82;153259884.85
32.274.197/0001-43;2026-01-01;1;53279106.6;1505674.41;;;51773432.19;886540469.99;706123305.77;706123305.77;;;;;;;;;;;;;;;;;180417164.22;;;;;;;;;;49323138.31;;49226478.31;96660;;68769.96;;160210894.35;;;;;;46921751.88;207201416.19
32.274.553/0001-29;2026-01-01;1;2397543.85;8047.9;;;2389495.95;493050626.42;274564385.74;;274564385.74;;;;;;;;;;;;;;;;218486240.68;;;;;;;;;;68788895.81;273947.38;;68514948.43;;29535.61;;;;;;;;27625326.08;27654861.69
32.275.196/0001-13;2026-01-01;1;138.75;100;0;0;38.75;-14126.02;0;0;0;0;0;0;0;0;0;0;0;;0;0;-14126.02;0;0;0;0;0;0;;0;0;;0;0;0;22230;0;0;22230;0;79555;0;0;0;0;0;0;0;138564.58;218119.58
32.275.252/0001-10;2026-01-01;1;261.79;261.79;0;0;0;27600474.26;27600000;0;0;0;27600000;0;0;0;0;0;0;;0;0;474.26;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;228000;0;0;0;0;0;0;0;65849.22;293849.22
32.287.811/0001-01;2026-01-01;1;1990.53;1990.53;0;0;0;118686920.1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;118686920.1;0;;0;0;;0;0;0;0;0;0;0;0;72954.43;0;0;0;0;0;0;0;72028.63;144983.06
32.317.313/0001-64;2026-01-01;1;11681566.7;17589.33;11663977.37;;;27145865.5;0;;;;;;;;;;;;;;;;;;;935289.11;;;15823808.06;;;10386768.33;;;20732740.6;;;20732740.6;;70895.98;;;;;;;;39060.57;109956.55
32.388.168/0001-02;2026-01-01;1;1084657.55;13694.88;0;0;1070962.67;62985416.66;62985416.66;12737000;0;0;34035464.69;16212951.97;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;451821;450000;0;1821;0;48299.4;0;39689947.91;0;0;0;0;0;26987.36;39765234.67
32.400.250/0001-05;2026-01-01;1;159806799.13;10589.44;159796209.69;;;1247990862.54;0;;;;;;;;;;;;;;21299991.23;;;;;;;;1196105218.4;;;30585652.91;;;52120.63;;;52120.63;12957093.6;1853809.31;;;;;;;;208268.43;15019171.34
32.441.656/0001-36;2026-01-01;1;911097.4;0;0;0;911097.4;59245000;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;59245000;0;0;;0;0;;0;0;0;8020022.08;0;0;8020022.08;0;137405.64;0;0;0;0;0;0;0;275250;412655.64
32.527.552/0001-49;2026-01-01;1;7814797.55;2534494.31;5280303.24;0;0;65099935.52;0;0;0;0;0;0;0;20917501.43;0;0;0;;0;0;42987257.05;0;0;0;1195177.04;0;0;;0;0;;0;0;0;2696659.86;0;0;2696659.86;0;97589.96;0;0;0;0;0;0;0;0;97589.96
32.527.626/0001-47;2026-01-01;1;59761981.78;153690.72;59608291.06;0;0;480754502.96;448766193.96;0;448766193.96;0;0;0;0;0;0;0;0;;0;0;31988309;0;0;0;0;0;0;;0;0;;0;0;0;3324336.47;3287274.43;0;37062.04;2810193;254667.66;0;0;0;0;171762412.4;0;0;1532427.16;176359700.22
32.667.306/0001-92;2026-01-01;1;10266580.63;0;0;0;10266580.63;21741461.1;0;0;0;0;0;0;0;0;0;0;0;;0;0;21741461.1;0;0;0;0;0;0;;0;0;;0;0;0;274690.56;0;0;274690.56;0;82335.94;0;0;0;0;0;0;0;34870.73;117206.67
32.754.734/0001-52;2026-01-01;1;57954983.52;0;0;0;57954983.52;223106810.95;218480505;0;218480505;0;0;0;0;0;0;0;0;;0;0;4626305.95;0;0;0;0;0;0;;0;0;;0;0;0;107460276.89;2658214.87;104800000;2062.02;2617264.32;280544.8;0;0;0;0;0;0;0;22288210.78;25186019.9
32.892.018/0001-31;2026-01-01;2;123859932.67;26529950.52;0;55736010.51;41593971.64;2550338946.38;2526888127.82;6510000;2520378127.82;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;19324119.59;0;0;;4126698.97;0;;0;0;0;201256908.74;20442738.56;146203584;34610586.18;15001486.04;1754647.25;279498.06;0;0;0;628822822.35;0;0;13570458.71;659428912.41
32.903.621/0001-71;2026-01-01;1;66968823.45;12902395.71;;;54066427.74;1728554267.34;1727907664.62;;1727907664.62;;;;;;;;;;;;565996.76;;;;80605.96;;;;;;;;;;16382389.6;13229165.54;;3153224.06;9115248.24;820966.16;;;;1920977.19;407340126.98;;;2190797.26;421388115.83
32.903.661/0001-13;2026-01-01;1;3858387.07;2100;;;3856287.07;311100000;311100000;;311100000;;;;;;;;;;;;;;;;;;;;;;;;;;1341764.04;1341764.04;;;1310316.66;171774.25;;;;;;;;30634.19;1512725.1
33.046.142/0001-49;2026-01-01;2;105712689.15;0;0;0;105712689.15;973195364.19;636726403.38;0;636726403.38;0;0;0;0;0;0;0;0;;0;0;76627653.09;0;0;0;259841307.72;0;0;;0;0;;0;0;0;18792013.77;16804754.69;0;1987259.08;0;62995.87;0;173226691.82;0;0;0;0;0;1086723.11;174376410.8
33.354.650/0001-94;2026-01-01;2;2297.46;2297.46;0;0;0;342371942.18;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;342371942.18;0;;0;0;;0;0;0;38453.37;0;0;38453.37;0;57055.87;0;0;0;0;0;0;0;48647.41;105703.28
33.554.611/0001-30;2026-01-01;1;55.77;55.77;0;0;0;8140316.56;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;8140316.56;0;0;;0;0;;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;0;142456.41;147456.41
33.554.611/0001-30;2026-02-01;1;55.77;55.77;0;0;0;8140316.56;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;8140316.56;0;0;;0;0;;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;0;147456.41;152456.41
33.701.455/0001-93;2026-01-01;1;321144.77;26726.89;0;0;294417.88;103830000;103830000;0;103830000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3149.68;0;0;3149.68;0;26236.16;0;29616886.53;0;0;0;0;0;63156.43;29706279.12
33.701.485/0001-08;2026-01-01;1;91692.56;1797.38;0;0;89895.18;318930.62;0;0;0;0;0;0;0;0;0;0;0;;0;0;318930.62;0;0;0;0;0;0;;0;0;;0;0;0;5362.18;0;0;5362.18;0;6213.8;0;0;0;0;0;0;0;10027.29;16241.09
33.701.501/0001-54;2026-01-01;1;20281.62;20281.62;0;0;0;114530807.37;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;114530807.37;0;0;;0;0;;0;0;0;0;0;0;0;0;84254.09;0;0;0;0;0;0;0;384348.14;468602.23
33.701.887/0001-02;2026-01-01;1;802.37;11.09;0;0;791.28;37585500.02;37585500.02;0;37585500.02;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;150002.46;0;150000;2.46;0;12001;0;0;0;0;0;0;0;17900.83;29901.83
33.842.871/0001-01;2026-01-01;1;11981031.24;4104228.35;;;7876802.89;215401805.08;215401805.08;69684254.04;71584999.19;74132551.85;;;;;;;;;;;;;;;;;;;;;;;;;7336735.31;2661600.85;;4675134.46;;27985.42;;19073250;;;179891061.96;;;28074.81;199020372.19
33.884.145/0001-51;2026-01-01;1;13856109.72;1113;;;13854996.72;59482391.89;0;;;;;;;;;;;;;;8135897.49;;;;;;;;51346494.4;;;;;;72;;;72;827178.7;59581.95;1290798.88;;;;;;;38598.22;2216157.75
33.884.197/0001-28;2026-01-01;1;76.74;0;0;0;76.74;36524285.94;36524285.94;0;7340285.94;0;0;29184000;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;35000;35000;0;0;1083.91;4000;0;1000;0;0;0;0;0;1332.8;7416.71
34.027.774/0001-28;2026-01-01;1;3082265.75;100;;;3082165.75;53873703.55;0;;;;;;;;;;;;;;53873703.55;;;;;;;;;;;;;;0;;;;498684.55;37474.41;;;;;;;;48558.56;584717.52
34.081.631/0001-02;2026-01-01;1;1153144.89;894894.98;257752.6;0;497.31;47903591.05;12755628.7;0;0;0;12755628.7;0;0;0;0;0;0;;0;0;0;0;0;0;35147962.35;0;0;;0;0;;0;0;0;21645473.12;0;21645189.93;283.19;148799.75;100493.44;0;0;0;0;0;0;0;975551.57;1224844.76
34.081.637/0001-71;2026-01-01;2;2180155.75;6717.68;2109272.57;0;64165.5;216317810.15;38086367.39;0;38086367.39;0;0;0;0;0;0;0;0;;0;0;104265592.48;0;0;0;73965850.28;0;0;;0;0;;0;0;0;762079.55;367375.55;0;394704;159556.87;127969.65;0;0;0;0;0;0;0;37830.13;325356.65
34.197.700/0001-30;2026-01-01;1;34604.77;2310.51;32294.26;0;0;36829690.08;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;36829690.08;0;;0;0;;0;0;0;4590.42;0;0;4590.42;0;20517.02;0;0;0;0;0;0;0;35036.76;55553.78
34.197.776/0001-65;2026-01-01;1;3966747.33;0;0;0;3966747.33;24686688.36;0;0;0;0;0;0;0;0;0;0;0;;0;0;13123.61;0;0;0;24672109.78;0;0;;1454.97;0;;0;0;0;4248383.7;0;3988683.69;259700.01;0;55418.07;0;2500000;0;0;0;0;0;47833.37;2603251.44
34.197.811/0001-46;2026-01-01;1;40457750.81;0;0;0;40457750.81;1032249361.14;0;0;0;0;0;0;0;0;0;0;0;;0;0;44196.46;0;0;0;0;0;0;;1032205164.68;0;;0;0;0;32099.88;0;0;32099.88;0;839453.36;0;0;0;0;0;0;0;43317.28;882770.64
34.508.872/0001-87;2026-01-01;1;10183452.23;1265484.13;8917968.1;0;0;1015053153.4;0;0;0;0;0;0;0;0;227142628.98;0;0;;0;0;2123663.86;188680220.39;0;0;158264440.93;0;0;;441456562.5;0;;0;0;-2614363.26;189730935.78;0;0;189730935.78;4124629.15;88582.74;0;0;0;0;0;0;0;-837628.05;3375583.84
34.508.959/0001-54;2026-01-01;2;139354.56;987.4;0;0;138367.16;106415530.48;0;0;0;0;0;0;0;0;0;0;0;;0;0;106415530.48;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;18870.33;0;0;0;0;0;0;0;89570.8;108441.13
34.509.007/0001-55;2026-01-01;1;4660852.22;2575858.66;0;0;2084993.56;78530994.63;74835911.54;0;74835911.54;0;0;0;0;0;0;0;0;;0;0;0;0;3695083.09;0;0;0;0;;0;0;;0;0;0;25824288.86;0;11349197.18;14475091.68;0;102933.7;0;0;0;0;0;0;0;3734829.49;3837763.19
34.547.078/0001-42;2026-01-01;1;13.3;13.3;0;0;0;75514982.15;75514507.89;55014507.89;20500000;0;0;0;0;0;0;0;0;;0;0;474.26;0;0;0;0;0;0;;0;0;;0;0;0;19439.63;0;0;19439.63;0;255352.08;0;0;0;0;0;0;0;1168167.29;1423519.37
34.598.181/0001-11;2026-01-01;1;4139649.96;2879048.37;1260601.59;0;0;474177628.67;474177628.67;0;474177628.67;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3315853.89;3260383.31;0;55470.58;2707261.8;183447.31;0;0;0;0;0;0;0;156526.91;3047236.02
34.691.520/0001-00;2026-01-01;1;418097.72;395;0;0;417702.72;1064353335.51;890016934.29;0;890016934.29;0;0;0;0;0;0;0;0;;0;0;174336401.22;0;0;0;0;0;0;;0;0;;0;0;0;11012873.65;5583238.49;0;5429635.16;0;581607.21;0;156336723.79;0;0;255037327.11;0;0;703741.36;412659399.47
34.691.925/0001-48;2026-01-01;1;29551807.33;1000;0;0;29550807.33;172347961.14;172347961.14;0;0;0;172347961.14;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1305547.47;183716.97;0;1121830.5;0;234852.7;0;0;1811374.26;0;0;0;0;27767.61;2073994.57
34.736.474/0001-18;2026-01-01;1;5440428.06;100;4539779.22;;900548.84;279573479.67;0;;;;;;;;;;;;;;;;;;277149647.05;;;;;;;2423832.62;;;169470.19;;;169470.19;;341457.83;;26168616;7380000;;;;;108904.08;33998977.91
34.736.510/0001-43;2026-01-01;1;231937.92;100;;;231837.92;31696182.39;0;;;;;;;;;;;;;;;;;;;;;;31696182.39;;;;;;0;;;;170926.8;6824.36;;;;;;;;11166.96;188918.12
34.835.191/0001-23;2026-01-01;1;1901146.71;1901146.71;0;0;0;130583280;130583280;0;130583280;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3216410.59;2275289.24;0;941121.35;757157.62;111731.5;0;0;0;0;0;0;0;236236.82;1105125.94
34.847.042/0001-84;2026-01-01;1;7490423.86;62752.88;;;7427670.98;256100000;256100000;;256100000;;;;;;;;;;;;;;;;;;;;;;;;;;1886240.18;1886240.18;;;1500359.04;56608.84;;;;;119974165.29;;;134749.91;121665883.08
34.867.728/0001-37;2026-01-01;1;16237793.98;97148.59;0;0;16140645.39;69868943.34;7969800;0;0;7969800;0;0;0;0;0;0;0;;0;0;61899143.34;0;0;0;0;0;0;;0;0;;0;0;0;52604059.63;620376.34;49316050;2667633.29;0.4;19053.95;0;0;0;0;0;0;0;211419.07;230473.42
34.895.711/0001-93;2026-01-01;1;517112.19;2176.5;;;514935.69;8869000;8869000;;;;4392000;4477000;;;;;;;;;;;;;;;;;;;;;;;28247203.06;;400000;27847203.06;;56116.17;;;;;;;;27874718.23;27930834.4
34.895.752/0001-80;2026-01-01;1;6651737.99;2535.12;;;6649202.87;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;117743964.93;;116715127.76;1028837.17;;199910.67;;408071.7;;;;;;4035333.05;4643315.42
34.895.894/0001-47;2026-01-01;1;1526394.34;2100;;;1524294.34;94114000;94114000;;94114000;;;;;;;;;;;;;;;;;;;;;;;;;;3146869.91;1019233.91;;2127636;397925.6;81724.1;;;;;;;;49109.85;528759.55
35.360.651/0001-77;2026-01-01;1;19576405.58;23009.76;;;19553395.82;168179422.88;168179422.88;40748425.69;;;;127430997.19;;;;;;;;;;;;;;;;;;;;;;;54325063.68;;51258103.06;3066960.62;5668701.42;14075.25;;8793571.21;16023294.26;;;;;79828713.34;110328355.48
35.360.687/0001-50;2026-01-01;1;29273859.44;100;;;29273759.44;199062698.12;0;;;;;;;;;;;;;;54742107.95;;;;;;;;144320590.17;;;;;;0;;;;2400042;164821;;;;;;;;34982.59;2599845.59
35.449.574/0001-26;2026-01-01;1;1017262.99;6579.43;0;0;1010683.56;62052327.58;0;0;0;0;0;0;0;0;0;0;0;;0;0;14894671.11;0;0;0;47157656.47;0;0;;0;0;;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;67657.94;77657.94
35.507.262/0001-21;2026-01-01;1;6379692.05;2000;;;6377692.05;463587186.18;0;;;;;;;;;;;;;;;;;;;;;;463587186.18;;;;;;0;;;;4134873.36;305572.36;493865.12;;;;;;;61336.42;10908424.11
35.507.457/0001-71;2026-01-01;1;47671936.42;1100;;;47670836.42;1350037674.2;0;;;;;;;;;;;;;;1132676155.98;;;;;;;;217361518.22;;;;;;16015994.54;;;16015994.54;11960797.13;913747.14;;;;;;;;635596.28;13510140.55
35.507.610/0001-60;2026-01-01;1;298152.02;255.64;0;0;297896.38;525724871.56;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;525724871.56;0;0;;0;0;;0;0;0;91629.37;0;0;91629.37;0;61664.27;0;0;0;0;0;0;0;119748.78;181413.05
35.586.415/0001-73;2026-01-01;1;29546239.92;2000;;;29544239.92;297690744.78;297690744.78;;297690744.78;;;;;;;;;;;;;;;;;;;;;;;;;;150200599.35;3879298.9;;146321300.45;2021903.4;132854.11;;;;;;;;157285349.41;159440106.92
35.652.081/0001-99;2026-01-01;2;1643946.63;0;0;0;1643946.63;417860501.83;0;0;0;0;0;0;0;0;0;0;0;;0;0;153171049.29;0;0;0;264689452.54;0;0;;0;0;;0;0;0;1616787.72;0;1482023.37;134764.35;0;73121.4;0;0;0;0;0;0;0;20855915.4;20929036.8
35.652.102/0001-76;2026-01-01;1;37039178.51;198.1;0;0;37038980.41;2893173693.39;2379316496.98;0;2379316496.98;0;0;0;0;35242.12;0;0;0;;0;0;513821954.29;0;0;0;0;0;0;;0;0;;0;0;0;12731576.59;12293300.86;0;438275.73;12208530.15;1688267.19;0;0;0;0;0;0;0;723475;14620272.34
35.652.174/0001-13;2026-01-01;1;2033914.34;0;2033914.34;0;0;16265937.21;16265937.21;0;16265937.21;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2959197.67;0;2959197.67;0;0;21290.71;0;0;0;0;0;0;0;2004810.43;2026101.14
35.652.227/0001-04;2026-01-01;1;19985088.3;0;0;0;19985088.3;25823.62;0;0;0;0;0;0;0;0;0;0;0;;0;0;25823.62;0;0;0;0;0;0;;0;0;;0;0;0;22770617.42;443553.92;0;22327063.5;0;41691.83;0;0;0;0;0;0;0;620396.28;662088.11
35.652.252/0001-80;2026-01-01;1;3847599.1;0;3765031.1;0;82568;58358680.18;0;0;0;0;0;0;0;0;0;0;0;;0;0;47137714.46;0;0;0;0;0;0;;11220965.72;0;;0;0;0;5668.25;0;0;5668.25;0;50564.58;0;0;0;0;0;0;0;6952190.13;7002754.71
35.652.278/0001-28;2026-01-01;1;10530363.21;0.77;0;0;10530362.44;962585251.24;849745588.24;0;849745588.24;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;112839663;0;0;;0;0;;0;0;0;7857706.81;6736136.1;0;1121570.71;0;204170.04;0;0;0;0;0;0;0;631749.97;835920.01
35.688.460/0001-39;2026-01-01;1;57186.71;2000;;;55186.71;416627574.36;0;;;;;;;;;;;;;;;;;;385966739.07;;;;;;;30660835.29;;;142333.46;;;142333.46;;223670.69;;;;;;;;102503819.49;102727490.18
35.689.497/0001-81;2026-01-01;1;749265.8;2000;;;747265.8;148181904.93;0;;;;;;;;;;;;;;133348623.2;;6304200;;;;;;8529081.73;;;;;;409.3;;;409.3;1094700;24354.32;;;;;;;;24373.19;1143427.51
35.689.670/0001-41;2026-01-01;1;2231726.23;100;;;2231626.23;29601030.34;0;;;;;;;;;;;;;;28389114.03;;;;;;;;;;;1211916.31;;;35331.04;;;35331.04;;24376.85;;;;;;;;30112.32;54489.17
35.689.733/0001-60;2026-01-01;1;4814073.09;100;;;4813973.09;34270633.02;0;;;;;;;;;;;;;;22974349.6;;;;;;;;11296283.42;;;;;;0;;;;250778.76;18184.59;;;;;;;;37959.64;306922.99
35.704.849/0001-20;2026-01-01;1;3428843.52;100.1;;;3428743.42;328722021.34;328722021.34;;328722021.34;;;;;;;;;;;;;;;;;;;;;;;;;;29938468.77;4353333.64;;25585135.13;;24012.7;;;;;163794375.63;;;1689345.6;165507733.93
